image, method, ite, acc, alpha, beta
000001_000050, GCmax-w1, 14, 0.9151, -1.000000, -1.000000
000001_000050, GCmax-w1, 15, 0.9242, -1.000000, -1.000000
000001_000050, GCmax-w1, 16, 0.8709, -1.000000, -1.000000
000001_000050, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000050, GCsum-w3, 2, 0.1524, -1.000000, -1.000000
000001_000050, GCsum-w3, 3, 0.7261, -1.000000, -1.000000
000001_000050, GCsum-w3, 4, 0.7885, -1.000000, -1.000000
000001_000050, GCsum-w3, 5, 0.8467, -1.000000, -1.000000
000001_000050, GCsum-w3, 6, 0.8831, -1.000000, -1.000000
000001_000050, GCsum-w3, 7, 0.9160, -1.000000, -1.000000
000001_000050, GCsum-w3, 8, 0.9241, -1.000000, -1.000000
000001_000050, GCsum-w3, 9, 0.9325, -1.000000, -1.000000
000001_000050, GCsum-w3, 10, 0.9328, -1.000000, -1.000000
000001_000050, GCsum-w3, 11, 0.9360, -1.000000, -1.000000
000001_000050, GCsum-w3, 12, 0.9251, -1.000000, -1.000000
000001_000050, GCsum-w3, 13, 0.9252, -1.000000, -1.000000
000001_000050, GCsum-w3, 14, 0.9307, -1.000000, -1.000000
000001_000050, GCsum-w3, 15, 0.9403, -1.000000, -1.000000
000001_000050, GCsum-w3, 16, 0.9431, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 2, 0.1524, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 3, 0.7769, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 4, 0.8998, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 5, 0.2253, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 6, 0.2600, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 7, 0.3799, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 8, 0.7447, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 9, 0.8757, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 10, 0.9074, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 11, 0.9180, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 12, 0.9217, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 13, 0.3711, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 14, 0.5096, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 15, 0.7441, -1.000000, -1.000000
000001_000050, GCmax-DT-w5, 16, 0.8755, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 2, 0.1524, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 3, 0.8151, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 4, 0.6475, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 5, 0.2679, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 6, 0.7278, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 7, 0.8272, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 8, 0.8572, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 9, 0.8722, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 10, 0.8951, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 11, 0.9120, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 12, 0.8568, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 13, 0.8715, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 14, 0.9020, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 15, 0.5739, -1.000000, -1.000000
000001_000050, GCmax-DT-w9, 16, 0.7569, -1.000000, -1.000000
000001_000050, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000050, GCmax-w2, 2, 0.1524, 0.250000, -1.000000
000001_000050, GCmax-w2, 3, 0.2303, 0.250000, -1.000000
000001_000050, GCmax-w2, 4, 0.2538, 0.250000, -1.000000
000001_000050, GCmax-w2, 5, 0.7719, 0.250000, -1.000000
000001_000050, GCmax-w2, 6, 0.8342, 0.250000, -1.000000
000001_000050, GCmax-w2, 7, 0.8703, 0.250000, -1.000000
000001_000050, GCmax-w2, 8, 0.9034, 0.250000, -1.000000
000001_000050, GCmax-w2, 9, 0.8988, 0.250000, -1.000000
000001_000050, GCmax-w2, 10, 0.9168, 0.250000, -1.000000
000001_000050, GCmax-w2, 11, 0.9287, 0.250000, -1.000000
000001_000050, GCmax-w2, 12, 0.9310, 0.250000, -1.000000
000001_000050, GCmax-w2, 13, 0.9332, 0.250000, -1.000000
000001_000050, GCmax-w2, 14, 0.9374, 0.250000, -1.000000
000001_000050, GCmax-w2, 15, 0.9385, 0.250000, -1.000000
000001_000050, GCmax-w2, 16, 0.9390, 0.250000, -1.000000
000001_000050, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000050, GCsum-w4, 2, 0.1524, 0.100000, 70.000000
000001_000050, GCsum-w4, 3, 0.7973, 0.100000, 70.000000
000001_000050, GCsum-w4, 4, 0.8347, 0.100000, 70.000000
000001_000050, GCsum-w4, 5, 0.8662, 0.100000, 70.000000
000001_000050, GCsum-w4, 6, 0.7997, 0.100000, 70.000000
000001_000050, GCsum-w4, 7, 0.8275, 0.100000, 70.000000
000001_000050, GCsum-w4, 8, 0.8744, 0.100000, 70.000000
000001_000050, GCsum-w4, 9, 0.8798, 0.100000, 70.000000
000001_000050, GCsum-w4, 10, 0.8953, 0.100000, 70.000000
000001_000050, GCsum-w4, 11, 0.9080, 0.100000, 70.000000
000001_000050, GCsum-w4, 12, 0.9086, 0.100000, 70.000000
000001_000050, GCsum-w4, 13, 0.8988, 0.100000, 70.000000
000001_000050, GCsum-w4, 14, 0.9164, 0.100000, 70.000000
000001_000050, GCsum-w4, 15, 0.9195, 0.100000, 70.000000
000001_000050, GCsum-w4, 16, 0.9199, 0.100000, 70.000000
000001_000050, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000050, GCmax-DT-w6, 2, 0.1524, 0.200000, -1.000000
000001_000050, GCmax-DT-w6, 3, 0.7843, 0.200000, -1.000000
000001_000050, GCmax-DT-w6, 4, 0.8835, 0.200000, -1.000000
